data_entrada,placa,marca,modelo,ano,km,valor_fipe,valor_venda,valor_compra,renavam
18/02/2023,YBN-2558,FIAT,ARGO DRIVE 1.0 4P,"2020/2020
 ","66.288 km
 ","R$ 68.776,00","R$ 48.632,00",R$ 55.900,27495606177.0
27/01/2023,GOH-0480,FIAT,ARGO DRIVE 1.0 4P,2020/2020 ,66.288 km ,"R$ 68.220,00","R$ 54.198,00",R$ 55.900,98906427691.0
06/11/2023,DVL-8209,FIAT,ARGO DRIVE 1.0 4P,"2020/2020
","66.288 km
","R$ 72.216,00","R$ 60.443,00",R$ 55.900,15811348625.0
07/10/2023,WUT-0778,FIAT,ARGO DRIVE 1.0 4P,"2020/2020
 ","66.288 km
 ","R$ 66.893,00","R$ 58.457,00",R$ 55.900,19778653128.0
07/07/2023,EZY-4816,FIAT,ARGO DRIVE 1.0 4P,2020/2020,66.288 km,"R$ 68.665,00","R$ 55.028,00",R$ 55.900,93661593480.0
29/09/2023,OLS-6703,FIAT,ARGO DRIVE 1.0 4P,"2020/2020
 ","66.288 km
 ","R$ 74.485,00","R$ 45.610,00",R$ 55.900,74703900526.0
02/11/2023,FRH-0687,FIAT,ARGO DRIVE 1.0 4P,"2020/2020
 ","66.288 km
 ","R$ 73.352,00","R$ 54.393,00",R$ 55.900,73659553984.0
05/01/2023,TOE-5362,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","52.297 km
 ","R$ 74.527,00","R$ 45.614,00",R$ 56.990,19178160843.0
21/01/2023,QOA-4330,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","52.297 km
 ","R$ 70.754,00","R$ 56.796,00",R$ 56.990,4308329502.0
04/11/2023,RFE-1683,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","62.495 km
 ","R$ 68.582,00","R$ 61.089,00",R$ 56.990,15702242895.0
02/11/2023,TIO-2857,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","49.899 km
 ","R$ 70.221,00","R$ 50.202,00",R$ 56.990,95203952747.0
30/12/2023,DPW-2975,VOLKSWAGEN,GOL 1.0,"2022/2023
","62.495 km
","R$ 72.567,00","R$ 64.945,00",R$ 56.990,29206736650.0
12/02/2023,ITU-1211,VOLKSWAGEN,GOL 1.0,"2022/2023
","52.297 km
","R$ 66.404,00","R$ 47.461,00",R$ 56.990,33653402248.0
19/07/2023,FUG-3189,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","62.495 km
 ","R$ 66.069,00","R$ 47.921,00",R$ 56.990,26442479819.0
16/10/2023,BKP-1433,VOLKSWAGEN,GOL 1.0,2022/2023 ,49.899 km ,"R$ 70.665,00","R$ 63.491,00",R$ 56.990,55539423173.0
18/03/2023,PIG-7162,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","49.899 km
 ","R$ 67.170,00","R$ 60.681,00",R$ 56.990,94947160436.0
12/10/2023,KNK-9558,VOLKSWAGEN,GOL 1.0,"2022/2023
","49.899 km
","R$ 74.206,00","R$ 58.905,00",R$ 56.990,3336563665.0
06/12/2023,SNH-5874,VOLKSWAGEN,GOL 1.0,2022/2023 ,62.495 km ,"R$ 72.939,00","R$ 60.331,00",R$ 56.990,2837734671.0
03/09/2023,NAV-5456,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","52.297 km
 ","R$ 69.618,00","R$ 58.838,00",R$ 56.990,27952412408.0
20/02/2023,GPG-2658,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","52.297 km
 ","R$ 74.216,00","R$ 53.538,00",R$ 56.990,51048113295.0
09/04/2023,HZN-5768,VOLKSWAGEN,GOL 1.0,2022/2023 ,52.297 km ,"R$ 69.392,00","R$ 52.067,00",R$ 56.990,99165148661.0
01/09/2023,WFY-0740,VOLKSWAGEN,GOL 1.0,2022/2023,49.899 km,"R$ 66.743,00","R$ 47.381,00",R$ 56.990,48159439096.0
30/04/2023,HAN-0784,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","62.495 km
 ","R$ 65.799,00","R$ 62.595,00",R$ 56.990,54527463319.0
18/06/2023,DMH-8232,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","49.899 km
 ","R$ 65.792,00","R$ 48.168,00",R$ 56.990,86882958515.0
16/08/2023,MEO-2966,VOLKSWAGEN,GOL 1.0,2022/2023,62.495 km,"R$ 65.471,00","R$ 64.709,00",R$ 56.990,77327711668.0
06/09/2023,JBV-7508,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","49.899 km
 ","R$ 72.316,00","R$ 56.819,00",R$ 56.990,17320211986.0
09/11/2023,EHC-9044,VOLKSWAGEN,GOL 1.0,2022/2023,52.297 km,"R$ 66.414,00","R$ 62.475,00",R$ 56.990,3451217355.0
16/08/2023,LAJ-3521,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","62.495 km
 ","R$ 70.468,00","R$ 63.735,00",R$ 56.990,13928667855.0
23/05/2023,XZP-0675,RENAULT,KWID ZEN 1.0 4P,"2022/2023
 ","18.187 km
 ","R$ 67.826,00","R$ 56.505,00",R$ 57.290,91745129881.0
27/04/2023,LVP-2819,RENAULT,KWID ZEN 1.0 4P,"2022/2023
 ","18.187 km
 ","R$ 67.955,00","R$ 53.016,00",R$ 57.290,41179269270.0
23/10/2023,EDY-2773,RENAULT,KWID ZEN 1.0 4P,"2022/2023
 ","18.187 km
 ","R$ 68.335,00","R$ 50.985,00",R$ 57.290,64893883602.0
30/11/2023,SJL-0886,RENAULT,KWID ZEN 1.0 4P,"2022/2023
","18.187 km
","R$ 73.156,00","R$ 56.624,00",R$ 57.290,17509500789.0
26/07/2023,UZH-2710,RENAULT,KWID ZEN 1.0 4P,2022/2023,18.187 km,"R$ 70.621,00","R$ 48.663,00",R$ 57.290,25703486557.0
25/01/2023,DFU-6231,RENAULT,KWID ZEN 1.0 4P,2022/2023 ,18.187 km ,"R$ 72.973,00","R$ 57.290,00",R$ 57.290,71652862704.0
10/08/2023,NNR-4687,RENAULT,KWID ZEN 1.0 4P,"2022/2023
 ","18.187 km
 ","R$ 71.588,00","R$ 48.551,00",R$ 57.290,55720103177.0
30/04/2023,HJI-0103,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023,68.410 km,"R$ 67.442,00","R$ 57.017,00",R$ 57.490,98962001358.0
18/12/2023,EOA-3453,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","68.410 km
 ","R$ 67.039,00","R$ 61.211,00",R$ 57.490,92640600831.0
08/09/2023,NZP-9133,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","68.410 km
 ","R$ 67.611,00","R$ 51.138,00",R$ 57.490,25674130847.0
02/02/2023,XMN-6873,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023 ,68.410 km ,"R$ 66.569,00","R$ 61.916,00",R$ 57.490,14166110130.0
27/09/2023,ASU-2379,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","68.410 km
 ","R$ 71.191,00","R$ 49.240,00",R$ 57.490,88086264516.0
12/06/2023,HBE-8061,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
","68.410 km
","R$ 70.147,00","R$ 55.784,00",R$ 57.490,63580753094.0
09/12/2023,BGV-7008,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","68.410 km
 ","R$ 74.484,00","R$ 45.459,00",R$ 57.490,42564794887.0
09/07/2023,FLO-0033,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","58.239 km
 ","R$ 67.398,00","R$ 60.516,00",R$ 58.190,97313810825.0
05/04/2023,JKM-5955,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","58.239 km
 ","R$ 73.102,00","R$ 53.144,00",R$ 58.190,39635270519.0
04/08/2023,SNS-2607,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
","58.239 km
","R$ 65.129,00","R$ 48.882,00",R$ 58.190,65519587568.0
15/08/2023,WKE-0305,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","58.239 km
 ","R$ 66.728,00","R$ 61.215,00",R$ 58.190,48856634421.0
09/08/2023,EDM-4115,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2021/2022,58.239 km,"R$ 66.066,00","R$ 47.864,00",R$ 58.190,58566763706.0
15/07/2023,QAY-6950,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","58.239 km
 ","R$ 72.133,00","R$ 63.005,00",R$ 58.190,30884609158.0
17/06/2023,SBC-5938,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2021/2022 ,58.239 km ,"R$ 71.726,00","R$ 49.778,00",R$ 58.190,55974168963.0
11/11/2023,CZY-8116,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","57.741 km
 ","R$ 74.380,00","R$ 61.397,00",R$ 58.590,30435582368.0
10/03/2023,SCO-8518,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","43.339 km
 ","R$ 74.147,00","R$ 57.426,00",R$ 58.590,28008780657.0
13/02/2023,LLK-0624,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2021/2022 ,43.339 km ,"R$ 74.291,00","R$ 63.562,00",R$ 58.590,74553651350.0
08/04/2023,AZH-6034,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
","43.339 km
","R$ 74.673,00","R$ 58.577,00",R$ 58.590,82062309517.0
27/10/2023,EUS-2484,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
","57.741 km
","R$ 72.610,00","R$ 61.882,00",R$ 58.590,97009957572.0
01/08/2023,IZE-2333,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","43.339 km
 ","R$ 67.411,00","R$ 55.759,00",R$ 58.590,21131637726.0
11/03/2023,NFP-4423,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","57.741 km
 ","R$ 69.132,00","R$ 55.718,00",R$ 58.590,33910906187.0
13/07/2023,OQJ-2120,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","43.339 km
 ","R$ 69.821,00","R$ 62.647,00",R$ 58.590,49240978203.0
20/06/2023,TTW-4829,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023,57.741 km,"R$ 74.759,00","R$ 46.058,00",R$ 58.590,89819787064.0
04/04/2023,QTT-1303,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2021/2022,43.339 km,"R$ 68.984,00","R$ 60.697,00",R$ 58.590,75097174045.0
25/04/2023,TUF-5045,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023 ,57.741 km ,"R$ 71.129,00","R$ 62.672,00",R$ 58.590,68507212926.0
31/03/2023,KKA-1412,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","57.741 km
 ","R$ 70.004,00","R$ 58.450,00",R$ 58.590,58008946496.0
19/03/2023,VVS-7231,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","57.741 km
 ","R$ 74.037,00","R$ 61.215,00",R$ 58.590,50008538026.0
03/11/2023,YGT-2122,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","43.339 km
 ","R$ 70.893,00","R$ 60.189,00",R$ 58.590,3273603586.0
23/03/2023,JOS-2430,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","56.190 km
 ","R$ 70.866,00","R$ 63.125,00",R$ 58.990,17424467220.0
29/05/2023,FCB-4273,VOLKSWAGEN,VOYAGE 1.0,2022/2023,60.018 km,"R$ 68.903,00","R$ 48.868,00",R$ 58.990,3100221129.0
15/05/2023,SVR-8038,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","60.018 km
 ","R$ 71.957,00","R$ 63.952,00",R$ 58.990,36877047854.0
04/11/2023,LMR-9828,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","56.190 km
 ","R$ 67.664,00","R$ 52.074,00",R$ 58.990,57444109033.0
05/09/2023,OSU-7835,FIAT,ARGO 1.0,2021/2022 ,81.878 km ,"R$ 72.258,00","R$ 62.565,00",R$ 58.990,69519372778.0
06/10/2023,FCU-1459,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","60.018 km
 ","R$ 74.857,00","R$ 45.362,00",R$ 58.990,74567192902.0
16/04/2023,KIE-9959,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","56.190 km
 ","R$ 72.956,00","R$ 50.081,00",R$ 58.990,46214623957.0
19/05/2023,WFL-7595,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","49.913 km
 ","R$ 69.254,00","R$ 49.430,00",R$ 58.990,7592640380.0
10/02/2023,BTJ-1281,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","51.533 km
 ","R$ 69.320,00","R$ 49.542,00",R$ 58.990,91731000281.0
30/08/2023,PKS-8702,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","49.913 km
 ","R$ 69.628,00","R$ 59.715,00",R$ 58.990,37729695013.0
10/04/2023,DON-8714,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","49.913 km
 ","R$ 71.874,00","R$ 56.686,00",R$ 58.990,41630773303.0
08/08/2023,HYL-3470,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","60.018 km
 ","R$ 73.803,00","R$ 45.367,00",R$ 58.990,35758226147.0
14/05/2023,NTN-6120,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","51.533 km
 ","R$ 65.113,00","R$ 64.881,00",R$ 58.990,97655316519.0
06/07/2023,WVF-5703,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","51.533 km
 ","R$ 73.886,00","R$ 61.005,00",R$ 58.990,21912076310.0
10/08/2023,NNF-7833,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","49.913 km
 ","R$ 70.831,00","R$ 59.713,00",R$ 58.990,71724494910.0
15/03/2023,ZZW-5226,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","60.018 km
 ","R$ 71.097,00","R$ 61.677,00",R$ 58.990,85860192690.0
14/12/2023,BCL-8052,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","49.913 km
 ","R$ 72.890,00","R$ 64.031,00",R$ 58.990,65415455723.0
24/09/2023,HCG-6211,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
","60.018 km
","R$ 68.454,00","R$ 54.340,00",R$ 58.990,94082639262.0
20/08/2023,YAM-3524,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","56.190 km
 ","R$ 73.255,00","R$ 47.157,00",R$ 58.990,52600015496.0
20/02/2023,JGB-3425,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","56.190 km
 ","R$ 71.633,00","R$ 54.012,00",R$ 58.990,75040072223.0
10/12/2023,KTF-0869,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","17.259 km
 ","R$ 65.846,00","R$ 47.051,00",R$ 59.090,87722083906.0
25/10/2023,ICQ-0724,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","17.259 km
 ","R$ 72.410,00","R$ 61.274,00",R$ 59.090,65373104313.0
07/11/2023,LUE-4953,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","17.259 km
 ","R$ 66.655,00","R$ 54.774,00",R$ 59.090,47193828587.0
21/09/2023,KQW-6555,FIAT,MOBI LIKE 1.0 4P,2022/2023,17.259 km,"R$ 68.341,00","R$ 58.525,00",R$ 59.090,21025037661.0
18/05/2023,WDF-8910,FIAT,MOBI LIKE 1.0 4P,2022/2023 ,17.259 km ,"R$ 69.287,00","R$ 55.699,00",R$ 59.090,80112539636.0
11/05/2023,JWR-9014,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","17.259 km
 ","R$ 70.540,00","R$ 49.308,00",R$ 59.090,92262981898.0
25/04/2023,ZLD-8258,FIAT,MOBI LIKE 1.0 4P,"2022/2023
","17.259 km
","R$ 73.771,00","R$ 61.212,00",R$ 59.090,9661030582.0
15/03/2023,HRJ-4886,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023,47.916 km,"R$ 72.402,00","R$ 60.756,00",R$ 59.290,23998544450.0
16/12/2023,OGD-0456,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.916 km
 ","R$ 69.537,00","R$ 45.393,00",R$ 59.290,68613722620.0
17/05/2023,UMY-6418,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.916 km
 ","R$ 67.966,00","R$ 45.336,00",R$ 59.290,43383449977.0
01/11/2023,UVX-8984,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.916 km
 ","R$ 67.218,00","R$ 59.359,00",R$ 59.290,90218966354.0
15/11/2023,RAR-5822,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.916 km
 ","R$ 70.385,00","R$ 48.060,00",R$ 59.290,42648919390.0
07/09/2023,NWN-6383,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
","47.916 km
","R$ 71.311,00","R$ 50.465,00",R$ 59.290,91134726342.0
23/05/2023,DVY-6276,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023 ,47.916 km ,"R$ 66.370,00","R$ 53.183,00",R$ 59.290,1687816378.0
16/05/2023,VKC-3782,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.931 km
 ","R$ 72.261,00","R$ 64.296,00",R$ 59.390,40912781199.0
18/02/2023,CDX-0662,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.931 km
 ","R$ 74.741,00","R$ 49.418,00",R$ 59.390,41150190453.0
04/07/2023,ZNL-1554,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023 ,47.931 km ,"R$ 74.557,00","R$ 57.666,00",R$ 59.390,51047591812.0
12/12/2023,SMC-8837,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023,47.931 km,"R$ 68.959,00","R$ 59.097,00",R$ 59.390,80406584663.0
26/09/2023,ATL-3646,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.931 km
 ","R$ 67.029,00","R$ 48.040,00",R$ 59.390,14452700982.0
21/06/2023,XZE-3685,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
","47.931 km
","R$ 74.994,00","R$ 53.390,00",R$ 59.390,20805053925.0
25/08/2023,VVA-6045,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.931 km
 ","R$ 72.837,00","R$ 54.740,00",R$ 59.390,34680472130.0
26/05/2023,SLS-0269,FIAT,MOBI LIKE 1.0 4P,2022/2023 ,13.411 km ,"R$ 74.989,00","R$ 47.106,00",R$ 59.790,67887531058.0
06/12/2023,OIK-9949,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","13.411 km
 ","R$ 71.508,00","R$ 61.146,00",R$ 59.790,99611298069.0
17/02/2023,UPQ-1629,FIAT,MOBI LIKE 1.0 4P,"2022/2023
","13.411 km
","R$ 74.964,00","R$ 54.948,00",R$ 59.790,13183972919.0
10/12/2023,YFM-4688,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","13.411 km
 ","R$ 71.716,00","R$ 54.370,00",R$ 59.790,78869063898.0
18/03/2023,HPV-9194,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","13.411 km
 ","R$ 73.293,00","R$ 64.423,00",R$ 59.790,11828584796.0
15/08/2023,QMW-2853,FIAT,MOBI LIKE 1.0 4P,2022/2023,13.411 km,"R$ 74.287,00","R$ 61.865,00",R$ 59.790,9930196481.0
13/04/2023,IUM-5005,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","13.411 km
 ","R$ 73.761,00","R$ 49.701,00",R$ 59.790,87669336437.0
30/11/2023,YMZ-2043,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","15.611 km
 ","R$ 66.515,00","R$ 59.295,00",R$ 60.290,55576237548.0
23/11/2023,QDZ-4376,FIAT,MOBI LIKE 1.0 4P,2022/2023,15.611 km,"R$ 72.544,00","R$ 51.560,00",R$ 60.290,32272947735.0
04/12/2023,PSJ-2713,FIAT,MOBI LIKE 1.0 4P,2022/2023 ,15.611 km ,"R$ 68.341,00","R$ 58.789,00",R$ 60.290,67520073206.0
04/11/2023,BXG-7459,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","15.611 km
 ","R$ 66.213,00","R$ 50.553,00",R$ 60.290,79724326448.0
20/09/2023,FQF-7552,FIAT,MOBI LIKE 1.0 4P,"2022/2023
","15.611 km
","R$ 74.598,00","R$ 62.407,00",R$ 60.290,98913976670.0
30/03/2023,JWE-7618,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","15.611 km
 ","R$ 66.445,00","R$ 64.766,00",R$ 60.290,18363520701.0
09/05/2023,LMA-7479,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","15.611 km
 ","R$ 67.213,00","R$ 47.657,00",R$ 60.290,25983099869.0
15/10/2023,NBY-8060,VOLKSWAGEN,GOL MPI MT 1.6 4P,"2021/2022
 ","57.374 km
 ","R$ 74.572,00","R$ 51.232,00",R$ 60.890,10745329549.0
28/09/2023,KDP-2062,VOLKSWAGEN,GOL MPI MT 1.6 4P,"2021/2022
 ","57.374 km
 ","R$ 74.697,00","R$ 50.471,00",R$ 60.890,96681985711.0
10/08/2023,JKS-0599,VOLKSWAGEN,GOL MPI MT 1.6 4P,"2021/2022
 ","57.374 km
 ","R$ 68.605,00","R$ 62.025,00",R$ 60.890,80961718305.0
30/12/2023,TEH-9445,VOLKSWAGEN,GOL MPI MT 1.6 4P,"2021/2022
","57.374 km
","R$ 73.498,00","R$ 52.059,00",R$ 60.890,4077182954.0
19/09/2023,XBD-0603,VOLKSWAGEN,GOL MPI MT 1.6 4P,2021/2022,57.374 km,"R$ 65.420,00","R$ 54.892,00",R$ 60.890,97422379106.0
06/11/2023,MZD-4640,VOLKSWAGEN,GOL MPI MT 1.6 4P,2021/2022 ,57.374 km ,"R$ 72.358,00","R$ 48.557,00",R$ 60.890,18782046099.0
05/01/2023,PXF-0129,VOLKSWAGEN,GOL MPI MT 1.6 4P,"2021/2022
 ","57.374 km
 ","R$ 73.771,00","R$ 45.452,00",R$ 60.890,90626399230.0
20/04/2023,BMU-1419,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","51.330 km
 ","R$ 68.117,00","R$ 63.398,00",R$ 60.900,2197564846.0
12/05/2023,GXQ-9165,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","51.330 km
 ","R$ 74.499,00","R$ 47.095,00",R$ 60.900,52436673212.0
17/07/2023,NSH-4047,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","51.330 km
 ","R$ 72.541,00","R$ 45.387,00",R$ 60.900,91730038559.0
22/04/2023,YGH-9122,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2022/2023,51.330 km,"R$ 68.208,00","R$ 60.405,00",R$ 60.900,62921863637.0
08/03/2023,JTL-9068,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
","51.330 km
","R$ 70.363,00","R$ 64.666,00",R$ 60.900,25764795689.0
11/07/2023,TXH-2400,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","51.330 km
 ","R$ 69.124,00","R$ 59.712,00",R$ 60.900,48464313295.0
16/05/2023,XQV-5761,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2022/2023 ,51.330 km ,"R$ 70.740,00","R$ 56.790,00",R$ 60.900,3041052164.0
21/05/2023,TIU-0432,FIAT,ARGO 1.0,"2022/2023
 ","49.048 km
 ","R$ 70.866,00","R$ 55.774,00",R$ 61.490,67497028199.0
06/01/2023,MRW-3271,FIAT,ARGO 1.0,"2022/2023
 ","49.281 km
 ","R$ 69.196,00","R$ 58.686,00",R$ 61.490,73157579290.0
09/07/2023,IMY-5282,FIAT,ARGO 1.0,"2022/2023
 ","55.662 km
 ","R$ 65.163,00","R$ 55.432,00",R$ 61.490,3722559746.0
20/09/2023,VNQ-8889,FIAT,ARGO 1.0,"2022/2023
 ","49.048 km
 ","R$ 72.648,00","R$ 47.992,00",R$ 61.490,88881663971.0
19/06/2023,DUA-3714,FIAT,ARGO 1.0,"2022/2023
 ","49.048 km
 ","R$ 74.668,00","R$ 61.270,00",R$ 61.490,36163569326.0
12/12/2023,CYO-8730,FIAT,ARGO 1.0,"2022/2023
 ","51.826 km
 ","R$ 71.573,00","R$ 50.011,00",R$ 61.490,41648077520.0
28/08/2023,MLH-7896,FIAT,ARGO 1.0,"2022/2023
 ","51.826 km
 ","R$ 69.653,00","R$ 56.951,00",R$ 61.490,66543958415.0
25/02/2023,EUL-8286,FIAT,ARGO 1.0,"2022/2023
 ","55.662 km
 ","R$ 73.847,00","R$ 53.247,00",R$ 61.490,24781118400.0
28/08/2023,IBK-5910,FIAT,ARGO 1.0,"2022/2023
 ","49.048 km
 ","R$ 71.387,00","R$ 63.043,00",R$ 61.490,88773549996.0
05/12/2023,JHN-9951,FIAT,ARGO 1.0,"2022/2023
 ","49.048 km
 ","R$ 69.590,00","R$ 50.755,00",R$ 61.490,39980238842.0
08/10/2023,JJO-4617,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","40.579 km
 ","R$ 73.553,00","R$ 64.101,00",R$ 61.790,38985739808.0
18/08/2023,AWG-8159,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","40.579 km
 ","R$ 73.454,00","R$ 57.789,00",R$ 61.790,82564501465.0
15/06/2023,WIP-5753,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2022/2023 ,40.579 km ,"R$ 68.156,00","R$ 54.353,00",R$ 61.790,57298699220.0
31/08/2023,OHC-6537,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","40.579 km
 ","R$ 71.636,00","R$ 60.337,00",R$ 61.790,37345170382.0
23/05/2023,QDP-1183,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
","40.579 km
","R$ 90.904,00","R$ 58.381,00",R$ 61.790,6994352723.0
02/02/2023,DNX-1188,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","40.579 km
 ","R$ 86.422,00","R$ 48.460,00",R$ 61.790,80553343134.0
25/04/2023,TJD-4896,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2022/2023,40.579 km,"R$ 89.501,00","R$ 43.834,00",R$ 61.790,43841831236.0
26/01/2023,KMY-4030,FIAT,ARGO FLEX 1.0 4P,2022/2022 ,65.625 km ,"R$ 91.219,00","R$ 57.219,00",R$ 61.900,40440795142.0
01/08/2023,MLR-0101,FIAT,ARGO FLEX 1.0 4P,"2022/2022
 ","65.625 km
 ","R$ 95.802,00","R$ 43.938,00",R$ 61.900,88510066340.0
20/02/2023,DKZ-8201,FIAT,ARGO FLEX 1.0 4P,"2022/2022
","65.625 km
","R$ 89.619,00","R$ 55.277,00",R$ 61.900,73487793130.0
18/12/2023,LBZ-5015,FIAT,ARGO FLEX 1.0 4P,"2022/2022
 ","65.625 km
 ","R$ 89.686,00","R$ 48.591,00",R$ 61.900,31525731644.0
02/05/2023,KCE-6876,FIAT,ARGO FLEX 1.0 4P,"2022/2022
 ","65.625 km
 ","R$ 94.248,00","R$ 41.878,00",R$ 61.900,20456873954.0
11/11/2023,VPZ-3737,FIAT,ARGO FLEX 1.0 4P,2022/2022,65.625 km,"R$ 83.140,00","R$ 50.105,00",R$ 61.900,33405496622.0
06/05/2023,GTZ-4648,FIAT,ARGO FLEX 1.0 4P,"2022/2022
 ","65.625 km
 ","R$ 92.202,00","R$ 53.647,00",R$ 61.900,62290457229.0
