,data_entrada,marca,modelo,ano,km,valor_fipe,valor_venda,valor_compra,renavam
323,09/04/2023,VOLKSWAGEN,GOL 1.0,2022/2023 ,52.297 km ,"R$ 69.392,00","R$ 52.067,00",R$ 56.990,99165148661.0
324,01/09/2023,VOLKSWAGEN,GOL 1.0,2022/2023,49.899 km,"R$ 66.743,00","R$ 47.381,00",R$ 56.990,48159439096.0
325,30/04/2023,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","62.495 km
 ","R$ 65.799,00","R$ 62.595,00",R$ 56.990,54527463319.0
326,18/06/2023,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","49.899 km
 ","R$ 65.792,00","R$ 48.168,00",R$ 56.990,86882958515.0
327,16/08/2023,VOLKSWAGEN,GOL 1.0,2022/2023,62.495 km,"R$ 65.471,00","R$ 64.709,00",R$ 56.990,77327711668.0
328,06/09/2023,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","49.899 km
 ","R$ 72.316,00","R$ 56.819,00",R$ 56.990,17320211986.0
329,09/11/2023,VOLKSWAGEN,GOL 1.0,2022/2023,52.297 km,"R$ 66.414,00","R$ 62.475,00",R$ 56.990,3451217355.0
330,16/08/2023,VOLKSWAGEN,GOL 1.0,"2022/2023
 ","62.495 km
 ","R$ 70.468,00","R$ 63.735,00",R$ 56.990,13928667855.0
331,23/05/2023,RENAULT,KWID ZEN 1.0 4P,"2022/2023
 ","18.187 km
 ","R$ 67.826,00","R$ 56.505,00",R$ 57.290,91745129881.0
332,27/04/2023,RENAULT,KWID ZEN 1.0 4P,"2022/2023
 ","18.187 km
 ","R$ 67.955,00","R$ 53.016,00",R$ 57.290,41179269270.0
333,23/10/2023,RENAULT,KWID ZEN 1.0 4P,"2022/2023
 ","18.187 km
 ","R$ 68.335,00","R$ 50.985,00",R$ 57.290,64893883602.0
334,30/11/2023,RENAULT,KWID ZEN 1.0 4P,"2022/2023
","18.187 km
","R$ 73.156,00","R$ 56.624,00",R$ 57.290,17509500789.0
335,26/07/2023,RENAULT,KWID ZEN 1.0 4P,2022/2023,18.187 km,"R$ 70.621,00","R$ 48.663,00",R$ 57.290,25703486557.0
336,25/01/2023,RENAULT,KWID ZEN 1.0 4P,2022/2023 ,18.187 km ,"R$ 72.973,00","R$ 57.290,00",R$ 57.290,71652862704.0
337,10/08/2023,RENAULT,KWID ZEN 1.0 4P,"2022/2023
 ","18.187 km
 ","R$ 71.588,00","R$ 48.551,00",R$ 57.290,55720103177.0
338,30/04/2023,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023,68.410 km,"R$ 67.442,00","R$ 57.017,00",R$ 57.490,98962001358.0
339,18/12/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","68.410 km
 ","R$ 67.039,00","R$ 61.211,00",R$ 57.490,92640600831.0
340,08/09/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","68.410 km
 ","R$ 67.611,00","R$ 51.138,00",R$ 57.490,25674130847.0
341,02/02/2023,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023 ,68.410 km ,"R$ 66.569,00","R$ 61.916,00",R$ 57.490,14166110130.0
342,27/09/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","68.410 km
 ","R$ 71.191,00","R$ 49.240,00",R$ 57.490,88086264516.0
343,12/06/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
","68.410 km
","R$ 70.147,00","R$ 55.784,00",R$ 57.490,63580753094.0
344,09/12/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","68.410 km
 ","R$ 74.484,00","R$ 45.459,00",R$ 57.490,42564794887.0
345,09/07/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","58.239 km
 ","R$ 67.398,00","R$ 60.516,00",R$ 58.190,97313810825.0
346,05/04/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","58.239 km
 ","R$ 73.102,00","R$ 53.144,00",R$ 58.190,39635270519.0
347,04/08/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
","58.239 km
","R$ 65.129,00","R$ 48.882,00",R$ 58.190,65519587568.0
348,15/08/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","58.239 km
 ","R$ 66.728,00","R$ 61.215,00",R$ 58.190,48856634421.0
349,09/08/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2021/2022,58.239 km,"R$ 66.066,00","R$ 47.864,00",R$ 58.190,58566763706.0
350,15/07/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","58.239 km
 ","R$ 72.133,00","R$ 63.005,00",R$ 58.190,30884609158.0
351,17/06/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2021/2022 ,58.239 km ,"R$ 71.726,00","R$ 49.778,00",R$ 58.190,55974168963.0
352,11/11/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","57.741 km
 ","R$ 74.380,00","R$ 61.397,00",R$ 58.590,30435582368.0
353,10/03/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","43.339 km
 ","R$ 74.147,00","R$ 57.426,00",R$ 58.590,28008780657.0
354,13/02/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2021/2022 ,43.339 km ,"R$ 74.291,00","R$ 63.562,00",R$ 58.590,74553651350.0
355,08/04/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
","43.339 km
","R$ 74.673,00","R$ 58.577,00",R$ 58.590,82062309517.0
356,27/10/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
","57.741 km
","R$ 72.610,00","R$ 61.882,00",R$ 58.590,97009957572.0
357,01/08/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","43.339 km
 ","R$ 67.411,00","R$ 55.759,00",R$ 58.590,21131637726.0
358,11/03/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","57.741 km
 ","R$ 69.132,00","R$ 55.718,00",R$ 58.590,33910906187.0
359,13/07/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","43.339 km
 ","R$ 69.821,00","R$ 62.647,00",R$ 58.590,49240978203.0
360,20/06/2023,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023,57.741 km,"R$ 74.759,00","R$ 46.058,00",R$ 58.590,89819787064.0
361,04/04/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2021/2022,43.339 km,"R$ 68.984,00","R$ 60.697,00",R$ 58.590,75097174045.0
362,25/04/2023,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023 ,57.741 km ,"R$ 71.129,00","R$ 62.672,00",R$ 58.590,68507212926.0
363,31/03/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","57.741 km
 ","R$ 70.004,00","R$ 58.450,00",R$ 58.590,58008946496.0
364,19/03/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","57.741 km
 ","R$ 74.037,00","R$ 61.215,00",R$ 58.590,50008538026.0
365,03/11/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2021/2022
 ","43.339 km
 ","R$ 70.893,00","R$ 60.189,00",R$ 58.590,3273603586.0
366,23/03/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","56.190 km
 ","R$ 70.866,00","R$ 63.125,00",R$ 58.990,17424467220.0
367,29/05/2023,VOLKSWAGEN,VOYAGE 1.0,2022/2023,60.018 km,"R$ 68.903,00","R$ 48.868,00",R$ 58.990,3100221129.0
368,15/05/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","60.018 km
 ","R$ 71.957,00","R$ 63.952,00",R$ 58.990,36877047854.0
369,04/11/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","56.190 km
 ","R$ 67.664,00","R$ 52.074,00",R$ 58.990,57444109033.0
370,05/09/2023,FIAT,ARGO 1.0,2021/2022 ,81.878 km ,"R$ 72.258,00","R$ 62.565,00",R$ 58.990,69519372778.0
371,06/10/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","60.018 km
 ","R$ 74.857,00","R$ 45.362,00",R$ 58.990,74567192902.0
372,16/04/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","56.190 km
 ","R$ 72.956,00","R$ 50.081,00",R$ 58.990,46214623957.0
373,19/05/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","49.913 km
 ","R$ 69.254,00","R$ 49.430,00",R$ 58.990,7592640380.0
374,10/02/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","51.533 km
 ","R$ 69.320,00","R$ 49.542,00",R$ 58.990,91731000281.0
375,30/08/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","49.913 km
 ","R$ 69.628,00","R$ 59.715,00",R$ 58.990,37729695013.0
376,10/04/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","49.913 km
 ","R$ 71.874,00","R$ 56.686,00",R$ 58.990,41630773303.0
377,08/08/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","60.018 km
 ","R$ 73.803,00","R$ 45.367,00",R$ 58.990,35758226147.0
378,14/05/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","51.533 km
 ","R$ 65.113,00","R$ 64.881,00",R$ 58.990,97655316519.0
379,06/07/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","51.533 km
 ","R$ 73.886,00","R$ 61.005,00",R$ 58.990,21912076310.0
380,10/08/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","49.913 km
 ","R$ 70.831,00","R$ 59.713,00",R$ 58.990,71724494910.0
381,15/03/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","60.018 km
 ","R$ 71.097,00","R$ 61.677,00",R$ 58.990,85860192690.0
382,14/12/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","49.913 km
 ","R$ 72.890,00","R$ 64.031,00",R$ 58.990,65415455723.0
383,24/09/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
","60.018 km
","R$ 68.454,00","R$ 54.340,00",R$ 58.990,94082639262.0
384,20/08/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","56.190 km
 ","R$ 73.255,00","R$ 47.157,00",R$ 58.990,52600015496.0
385,20/02/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","56.190 km
 ","R$ 71.633,00","R$ 54.012,00",R$ 58.990,75040072223.0
386,10/12/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","17.259 km
 ","R$ 65.846,00","R$ 47.051,00",R$ 59.090,87722083906.0
387,25/10/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","17.259 km
 ","R$ 72.410,00","R$ 61.274,00",R$ 59.090,65373104313.0
388,07/11/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","17.259 km
 ","R$ 66.655,00","R$ 54.774,00",R$ 59.090,47193828587.0
389,21/09/2023,FIAT,MOBI LIKE 1.0 4P,2022/2023,17.259 km,"R$ 68.341,00","R$ 58.525,00",R$ 59.090,21025037661.0
390,18/05/2023,FIAT,MOBI LIKE 1.0 4P,2022/2023 ,17.259 km ,"R$ 69.287,00","R$ 55.699,00",R$ 59.090,80112539636.0
391,11/05/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","17.259 km
 ","R$ 70.540,00","R$ 49.308,00",R$ 59.090,92262981898.0
392,25/04/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
","17.259 km
","R$ 73.771,00","R$ 61.212,00",R$ 59.090,9661030582.0
393,15/03/2023,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023,47.916 km,"R$ 72.402,00","R$ 60.756,00",R$ 59.290,23998544450.0
394,16/12/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.916 km
 ","R$ 69.537,00","R$ 45.393,00",R$ 59.290,68613722620.0
395,17/05/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.916 km
 ","R$ 67.966,00","R$ 45.336,00",R$ 59.290,43383449977.0
396,01/11/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.916 km
 ","R$ 67.218,00","R$ 59.359,00",R$ 59.290,90218966354.0
397,15/11/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.916 km
 ","R$ 70.385,00","R$ 48.060,00",R$ 59.290,42648919390.0
398,07/09/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
","47.916 km
","R$ 71.311,00","R$ 50.465,00",R$ 59.290,91134726342.0
399,23/05/2023,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023 ,47.916 km ,"R$ 66.370,00","R$ 53.183,00",R$ 59.290,1687816378.0
400,16/05/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.931 km
 ","R$ 72.261,00","R$ 64.296,00",R$ 59.390,40912781199.0
401,18/02/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.931 km
 ","R$ 74.741,00","R$ 49.418,00",R$ 59.390,41150190453.0
402,04/07/2023,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023 ,47.931 km ,"R$ 74.557,00","R$ 57.666,00",R$ 59.390,51047591812.0
403,12/12/2023,VOLKSWAGEN,GOL MPI 1.0 4P,2022/2023,47.931 km,"R$ 68.959,00","R$ 59.097,00",R$ 59.390,80406584663.0
404,26/09/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.931 km
 ","R$ 67.029,00","R$ 48.040,00",R$ 59.390,14452700982.0
405,21/06/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
","47.931 km
","R$ 74.994,00","R$ 53.390,00",R$ 59.390,20805053925.0
406,25/08/2023,VOLKSWAGEN,GOL MPI 1.0 4P,"2022/2023
 ","47.931 km
 ","R$ 72.837,00","R$ 54.740,00",R$ 59.390,34680472130.0
407,26/05/2023,FIAT,MOBI LIKE 1.0 4P,2022/2023 ,13.411 km ,"R$ 74.989,00","R$ 47.106,00",R$ 59.790,67887531058.0
408,06/12/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","13.411 km
 ","R$ 71.508,00","R$ 61.146,00",R$ 59.790,99611298069.0
409,17/02/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
","13.411 km
","R$ 74.964,00","R$ 54.948,00",R$ 59.790,13183972919.0
410,10/12/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","13.411 km
 ","R$ 71.716,00","R$ 54.370,00",R$ 59.790,78869063898.0
411,18/03/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","13.411 km
 ","R$ 73.293,00","R$ 64.423,00",R$ 59.790,11828584796.0
412,15/08/2023,FIAT,MOBI LIKE 1.0 4P,2022/2023,13.411 km,"R$ 74.287,00","R$ 61.865,00",R$ 59.790,9930196481.0
413,13/04/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","13.411 km
 ","R$ 73.761,00","R$ 49.701,00",R$ 59.790,87669336437.0
414,30/11/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","15.611 km
 ","R$ 66.515,00","R$ 59.295,00",R$ 60.290,55576237548.0
415,23/11/2023,FIAT,MOBI LIKE 1.0 4P,2022/2023,15.611 km,"R$ 72.544,00","R$ 51.560,00",R$ 60.290,32272947735.0
416,04/12/2023,FIAT,MOBI LIKE 1.0 4P,2022/2023 ,15.611 km ,"R$ 68.341,00","R$ 58.789,00",R$ 60.290,67520073206.0
417,04/11/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","15.611 km
 ","R$ 66.213,00","R$ 50.553,00",R$ 60.290,79724326448.0
418,20/09/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
","15.611 km
","R$ 74.598,00","R$ 62.407,00",R$ 60.290,98913976670.0
419,30/03/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","15.611 km
 ","R$ 66.445,00","R$ 64.766,00",R$ 60.290,18363520701.0
420,09/05/2023,FIAT,MOBI LIKE 1.0 4P,"2022/2023
 ","15.611 km
 ","R$ 67.213,00","R$ 47.657,00",R$ 60.290,25983099869.0
421,15/10/2023,VOLKSWAGEN,GOL MPI MT 1.6 4P,"2021/2022
 ","57.374 km
 ","R$ 74.572,00","R$ 51.232,00",R$ 60.890,10745329549.0
422,28/09/2023,VOLKSWAGEN,GOL MPI MT 1.6 4P,"2021/2022
 ","57.374 km
 ","R$ 74.697,00","R$ 50.471,00",R$ 60.890,96681985711.0
423,10/08/2023,VOLKSWAGEN,GOL MPI MT 1.6 4P,"2021/2022
 ","57.374 km
 ","R$ 68.605,00","R$ 62.025,00",R$ 60.890,80961718305.0
424,30/12/2023,VOLKSWAGEN,GOL MPI MT 1.6 4P,"2021/2022
","57.374 km
","R$ 73.498,00","R$ 52.059,00",R$ 60.890,4077182954.0
425,19/09/2023,VOLKSWAGEN,GOL MPI MT 1.6 4P,2021/2022,57.374 km,"R$ 65.420,00","R$ 54.892,00",R$ 60.890,97422379106.0
426,06/11/2023,VOLKSWAGEN,GOL MPI MT 1.6 4P,2021/2022 ,57.374 km ,"R$ 72.358,00","R$ 48.557,00",R$ 60.890,18782046099.0
427,05/01/2023,VOLKSWAGEN,GOL MPI MT 1.6 4P,"2021/2022
 ","57.374 km
 ","R$ 73.771,00","R$ 45.452,00",R$ 60.890,90626399230.0
428,20/04/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","51.330 km
 ","R$ 68.117,00","R$ 63.398,00",R$ 60.900,2197564846.0
429,12/05/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","51.330 km
 ","R$ 74.499,00","R$ 47.095,00",R$ 60.900,52436673212.0
430,17/07/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","51.330 km
 ","R$ 72.541,00","R$ 45.387,00",R$ 60.900,91730038559.0
431,22/04/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2022/2023,51.330 km,"R$ 68.208,00","R$ 60.405,00",R$ 60.900,62921863637.0
432,08/03/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
","51.330 km
","R$ 70.363,00","R$ 64.666,00",R$ 60.900,25764795689.0
433,11/07/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","51.330 km
 ","R$ 69.124,00","R$ 59.712,00",R$ 60.900,48464313295.0
434,16/05/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2022/2023 ,51.330 km ,"R$ 70.740,00","R$ 56.790,00",R$ 60.900,3041052164.0
435,21/05/2023,FIAT,ARGO 1.0,"2022/2023
 ","49.048 km
 ","R$ 70.866,00","R$ 55.774,00",R$ 61.490,67497028199.0
436,06/01/2023,FIAT,ARGO 1.0,"2022/2023
 ","49.281 km
 ","R$ 69.196,00","R$ 58.686,00",R$ 61.490,73157579290.0
437,09/07/2023,FIAT,ARGO 1.0,"2022/2023
 ","55.662 km
 ","R$ 65.163,00","R$ 55.432,00",R$ 61.490,3722559746.0
438,20/09/2023,FIAT,ARGO 1.0,"2022/2023
 ","49.048 km
 ","R$ 72.648,00","R$ 47.992,00",R$ 61.490,88881663971.0
439,19/06/2023,FIAT,ARGO 1.0,"2022/2023
 ","49.048 km
 ","R$ 74.668,00","R$ 61.270,00",R$ 61.490,36163569326.0
440,12/12/2023,FIAT,ARGO 1.0,"2022/2023
 ","51.826 km
 ","R$ 71.573,00","R$ 50.011,00",R$ 61.490,41648077520.0
441,28/08/2023,FIAT,ARGO 1.0,"2022/2023
 ","51.826 km
 ","R$ 69.653,00","R$ 56.951,00",R$ 61.490,66543958415.0
442,25/02/2023,FIAT,ARGO 1.0,"2022/2023
 ","55.662 km
 ","R$ 73.847,00","R$ 53.247,00",R$ 61.490,24781118400.0
443,28/08/2023,FIAT,ARGO 1.0,"2022/2023
 ","49.048 km
 ","R$ 71.387,00","R$ 63.043,00",R$ 61.490,88773549996.0
444,05/12/2023,FIAT,ARGO 1.0,"2022/2023
 ","49.048 km
 ","R$ 69.590,00","R$ 50.755,00",R$ 61.490,39980238842.0
445,08/10/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","40.579 km
 ","R$ 73.553,00","R$ 64.101,00",R$ 61.790,38985739808.0
446,18/08/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","40.579 km
 ","R$ 73.454,00","R$ 57.789,00",R$ 61.790,82564501465.0
447,15/06/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2022/2023 ,40.579 km ,"R$ 68.156,00","R$ 54.353,00",R$ 61.790,57298699220.0
448,31/08/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","40.579 km
 ","R$ 71.636,00","R$ 60.337,00",R$ 61.790,37345170382.0
449,23/05/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
","40.579 km
","R$ 90.904,00","R$ 58.381,00",R$ 61.790,6994352723.0
450,02/02/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,"2022/2023
 ","40.579 km
 ","R$ 86.422,00","R$ 48.460,00",R$ 61.790,80553343134.0
451,25/04/2023,VOLKSWAGEN,VOYAGE MPI 1.0 4P,2022/2023,40.579 km,"R$ 89.501,00","R$ 43.834,00",R$ 61.790,43841831236.0
452,26/01/2023,FIAT,ARGO FLEX 1.0 4P,2022/2022 ,65.625 km ,"R$ 91.219,00","R$ 57.219,00",R$ 61.900,40440795142.0
453,01/08/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2022
 ","65.625 km
 ","R$ 95.802,00","R$ 43.938,00",R$ 61.900,88510066340.0
454,20/02/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2022
","65.625 km
","R$ 89.619,00","R$ 55.277,00",R$ 61.900,73487793130.0
455,18/12/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2022
 ","65.625 km
 ","R$ 89.686,00","R$ 48.591,00",R$ 61.900,31525731644.0
456,02/05/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2022
 ","65.625 km
 ","R$ 94.248,00","R$ 41.878,00",R$ 61.900,20456873954.0
457,11/11/2023,FIAT,ARGO FLEX 1.0 4P,2022/2022,65.625 km,"R$ 83.140,00","R$ 50.105,00",R$ 61.900,33405496622.0
458,06/05/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2022
 ","65.625 km
 ","R$ 92.202,00","R$ 53.647,00",R$ 61.900,62290457229.0
459,10/02/2023,PEUGEOT,208 LIKE ESSENCIAL MT 1.6 4P,2021/2022 ,47.623 km ,"R$ 100.264,00","R$ 49.478,00",R$ 61.990,3623557192.0
460,08/08/2023,FIAT,ARGO 1.0,2022/2023 ,51.826 km ,"R$ 98.663,00","R$ 43.199,00",R$ 61.990,61727297199.0
461,08/10/2023,FIAT,ARGO 1.0,"2022/2023
","51.826 km
","R$ 86.244,00","R$ 42.612,00",R$ 61.990,68072879386.0
462,30/05/2023,FIAT,ARGO 1.0,"2022/2023
 ","51.826 km
 ","R$ 81.495,00","R$ 45.554,00",R$ 61.990,968142784.0
463,16/07/2023,FIAT,ARGO 1.0,2022/2023 ,51.904 km ,"R$ 100.640,00","R$ 59.877,00",R$ 61.990,60530315671.0
464,09/07/2023,FIAT,ARGO 1.0,2022/2023 ,55.662 km ,"R$ 97.007,00","R$ 53.701,00",R$ 61.990,43061373327.0
465,12/11/2023,FIAT,ARGO 1.0,2022/2023,51.826 km,"R$ 90.306,00","R$ 47.447,00",R$ 61.990,82631265642.0
466,22/09/2023,FIAT,ARGO 1.0,"2022/2023
 ","55.662 km
 ","R$ 90.904,00","R$ 43.552,00",R$ 61.990,25319386449.0
467,01/12/2023,FIAT,ARGO 1.0,2022/2023 ,52.350 km ,"R$ 96.397,00","R$ 43.080,00",R$ 61.990,5199914892.0
468,01/11/2023,FIAT,ARGO 1.0,"2022/2023
 ","51.826 km
 ","R$ 90.829,00","R$ 54.126,00",R$ 61.990,62470239081.0
469,06/08/2023,FIAT,ARGO 1.0,"2022/2023
 ","55.662 km
 ","R$ 97.410,00","R$ 43.607,00",R$ 61.990,95732194790.0
470,19/08/2023,FIAT,ARGO 1.0,"2022/2023
","55.662 km
","R$ 85.662,00","R$ 51.500,00",R$ 61.990,97238555381.0
471,19/03/2023,FIAT,ARGO 1.0,2022/2023,55.662 km,"R$ 90.242,00","R$ 43.929,00",R$ 61.990,50635913470.0
472,27/08/2023,FIAT,ARGO 1.0,2022/2023 ,58.546 km ,"R$ 90.214,00","R$ 40.798,00",R$ 61.990,52469786086.0
473,04/04/2023,HYUNDAI,HB20 SENSE 1.0,2022/2022,58.682 km,"R$ 83.616,00","R$ 45.981,00",R$ 62.290,86659765373.0
474,21/03/2023,HYUNDAI,HB20 SENSE 1.0,2022/2022 ,58.682 km ,"R$ 100.079,00","R$ 53.597,00",R$ 62.290,11175643458.0
475,13/10/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","64.453 km
 ","R$ 88.525,00","R$ 51.379,00",R$ 62.890,5491226088.0
476,13/12/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","64.453 km
 ","R$ 81.331,00","R$ 46.880,00",R$ 62.890,83614069413.0
477,14/10/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","64.453 km
 ","R$ 91.010,00","R$ 54.139,00",R$ 62.890,58342932229.0
478,05/09/2023,FIAT,ARGO FLEX 1.0 4P,2022/2023,64.453 km,"R$ 88.194,00","R$ 52.234,00",R$ 62.890,84940615999.0
479,21/06/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","64.453 km
 ","R$ 81.037,00","R$ 46.765,00",R$ 62.890,66282043658.0
480,03/05/2023,FIAT,ARGO FLEX 1.0 4P,2022/2023 ,64.453 km ,"R$ 99.163,00","R$ 55.994,00",R$ 62.890,99922367570.0
481,26/09/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
","64.453 km
","R$ 100.746,00","R$ 55.215,00",R$ 62.890,8584673180.0
482,03/08/2023,FIAT,GRAND SIENA FLEX MT 1.4 4P,2021/2021 ,23.187 km ,"R$ 92.221,00","R$ 48.377,00",R$ 62.990,34986202152.0
483,19/09/2023,HYUNDAI,HB20 SENSE 1.0,"2022/2023
 ","52.974 km
 ","R$ 98.120,00","R$ 45.811,00",R$ 62.990,8468613650.0
484,05/09/2023,HYUNDAI,HB20 SENSE 1.0,"2022/2023
 ","52.974 km
 ","R$ 80.251,00","R$ 45.285,00",R$ 62.990,87635087473.0
485,03/04/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
","22.111 km
","R$ 99.314,00","R$ 43.572,00",R$ 62.990,42832354995.0
486,09/01/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","22.111 km
 ","R$ 82.512,00","R$ 58.850,00",R$ 62.990,33016957731.0
487,24/06/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","22.111 km
 ","R$ 94.593,00","R$ 48.224,00",R$ 62.990,64602587002.0
488,05/02/2023,VOLKSWAGEN,VOYAGE 1.0,2022/2023 ,22.111 km ,"R$ 94.620,00","R$ 40.513,00",R$ 62.990,62772229532.0
489,03/06/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","22.111 km
 ","R$ 86.377,00","R$ 58.433,00",R$ 62.990,76104441614.0
